"","Experiment","Age","Ethnicity","Gender","Language","Question","Answer","ID","Condition","P1","P2","P3","CorrectAnswer","Correct","SI1","SI2","SI3","P1cor","P2cor","P3cor","P1con","P2con","P3con","Congruency","AgeDif1","AgeDif2","AgeDif3"
"118","SoccultExamDan.2021-05-14-1026.data.ed780bc0-f8f7-4711-abad-0d16232e6f5a.txt",23,"Denmark","1","Danish",6,2,13,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,16,10,-1
"119","SoccultExamDan.2021-05-14-1034.data.880f1501-d5c5-4405-8522-19bc60d37bf2.txt",21,"Denmark","1","Danish",6,2,14,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,18,12,1
"120","SoccultExamDan.2021-05-14-1120.data.688c3dbd-393b-4896-9412-e57a1879f78b.txt",25,"Denmark","1","Danish",6,2,15,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,14,8,-3
"121","SoccultExamDan.2021-05-14-1128.data.457f3882-9e41-41e1-8f43-3c1675586cde.txt",21,"Denmark","0","Danish",6,4,16,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,0,0,18,12,1
"122","SoccultExamDan.2021-05-14-1353.data.eed89846-4853-4c3b-b1ad-2c0fd80fb5ee.txt",20,"Denmark","1","Danish",6,2,17,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,19,13,2
"123","SoccultExamDan.2021-05-14-1437.data.cb0ac57e-e1f7-48ea-80ec-bbfc0d8e1be7.txt",22,"Denmark","0","Danish",6,2,18,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,17,11,0
"124","SoccultExamDan.2021-05-14-1731.data.d32662e0-2c41-4c39-8508-e974f226dd2b.txt",20,"Denmark","1","Danish",6,2,19,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,19,13,2
"125","SoccultExamDan.2021-05-14-1907.data.26a34c00-9693-4e6f-bbf0-5f00341100e9.txt",22,"Denmark","1","Danish",6,2,20,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,17,11,0
"126","SoccultExamDan.2021-05-14-2029.data.40f6a1f3-7a2d-48a9-9237-c16b80d02e66.txt",21,"Denmark","0","Danish",6,2,21,2,39,33,22,NA,NA,1,1,2,NA,NA,NA,0,0,1,1,18,12,1
"127","SoccultExam.2021-05-12-1852.data.4ba32934-f771-4ae1-bec7-42a146772a46.txt",27,"Denmark","1","English",7,3,1,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,0,0,0,9,-13,17
"128","SoccultExam.2021-05-12-2045.data.27998d17-5e90-4cab-a229-fff00665e1f2.txt",30,"USA","0","English",7,2,2,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,6,-16,14
"129","SoccultExam.2021-05-13-1529.data.53cba792-e0da-42f6-a8e9-48ee4d1b3487.txt",25,"Austria","1","English",7,2,3,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,11,-11,19
"130","SoccultExamDan.2021-05-12-2333.data.b4ca87bb-eccf-4d27-a46b-1ae79ad7cab2.txt",21,"Denmark","0","Danish",7,2,4,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,15,-7,23
"131","SoccultExamDan.2021-05-12-2352.data.3a17cb1c-72da-44f0-86ab-54c8e4721d56.txt",23,"Denmark","0","Danish",7,4,5,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,1,0,1,2,13,-9,21
"132","SoccultExamDan.2021-05-13-1015.data.7b96f888-88d0-46b1-812d-f10aa7113948.txt",20,"Denmark","0","Danish",7,2,6,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,16,-6,24
"133","SoccultExamDan.2021-05-13-1157.data.6782f278-ca19-4aa7-86df-a62ca0eda117.txt",25,"Denmark","1","Danish",7,2,7,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,11,-11,19
"134","SoccultExamDan.2021-05-13-1516.data.51038441-4429-48b0-ae3b-f2ab6a661e6a.txt",20,"Denmark","0","Danish",7,3,8,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,0,0,0,16,-6,24
"135","SoccultExamDan.2021-05-13-2110.data.23e4b411-85eb-472d-b542-fe679d671c8c.txt",22,"Denmark","0","Danish",7,2,9,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,14,-8,22
"136","SoccultExamDan.2021-05-14-1017.data.bcdf5496-ab10-4ed0-b355-7ed7db32a9e5.txt",21,"Denmark","1","Danish",7,4,10,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,1,0,1,2,15,-7,23
"137","SoccultExamDan.2021-05-14-1026.data.8030da60-12a4-4a97-84bb-7e2ccf3adc57.txt",22,"Ungarn","0","Danish",7,2,11,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,14,-8,22
"138","SoccultExamDan.2021-05-14-1026.data.d465a015-8548-4032-bc16-de5263430b14.txt",24,"Denmark","1","Danish",7,3,12,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,0,0,0,12,-10,20
"139","SoccultExamDan.2021-05-14-1026.data.ed780bc0-f8f7-4711-abad-0d16232e6f5a.txt",23,"Denmark","1","Danish",7,2,13,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,13,-9,21
"140","SoccultExamDan.2021-05-14-1034.data.880f1501-d5c5-4405-8522-19bc60d37bf2.txt",21,"Denmark","1","Danish",7,2,14,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,15,-7,23
"141","SoccultExamDan.2021-05-14-1120.data.688c3dbd-393b-4896-9412-e57a1879f78b.txt",25,"Denmark","1","Danish",7,2,15,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,11,-11,19
"142","SoccultExamDan.2021-05-14-1128.data.457f3882-9e41-41e1-8f43-3c1675586cde.txt",21,"Denmark","0","Danish",7,3,16,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,0,0,0,15,-7,23
"143","SoccultExamDan.2021-05-14-1353.data.eed89846-4853-4c3b-b1ad-2c0fd80fb5ee.txt",20,"Denmark","1","Danish",7,2,17,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,16,-6,24
"144","SoccultExamDan.2021-05-14-1437.data.cb0ac57e-e1f7-48ea-80ec-bbfc0d8e1be7.txt",22,"Denmark","0","Danish",7,2,18,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,14,-8,22
"145","SoccultExamDan.2021-05-14-1731.data.d32662e0-2c41-4c39-8508-e974f226dd2b.txt",20,"Denmark","1","Danish",7,2,19,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,16,-6,24
"146","SoccultExamDan.2021-05-14-1907.data.26a34c00-9693-4e6f-bbf0-5f00341100e9.txt",22,"Denmark","1","Danish",7,2,20,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,14,-8,22
"147","SoccultExamDan.2021-05-14-2029.data.40f6a1f3-7a2d-48a9-9237-c16b80d02e66.txt",21,"Denmark","0","Danish",7,2,21,2,36,14,44,NA,NA,4,2,4,NA,NA,NA,0,1,0,1,15,-7,23
"148","SoccultExam.2021-05-12-1852.data.4ba32934-f771-4ae1-bec7-42a146772a46.txt",27,"Denmark","1","English",8,4,1,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,0,0,1,4,27
"149","SoccultExam.2021-05-12-2045.data.27998d17-5e90-4cab-a229-fff00665e1f2.txt",30,"USA","0","English",8,3,2,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,-2,1,24
"150","SoccultExam.2021-05-13-1529.data.53cba792-e0da-42f6-a8e9-48ee4d1b3487.txt",25,"Austria","1","English",8,4,3,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,0,0,3,6,29
"151","SoccultExamDan.2021-05-12-2333.data.b4ca87bb-eccf-4d27-a46b-1ae79ad7cab2.txt",21,"Denmark","0","Danish",8,1,4,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,7,10,33
"152","SoccultExamDan.2021-05-12-2352.data.3a17cb1c-72da-44f0-86ab-54c8e4721d56.txt",23,"Denmark","0","Danish",8,4,5,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,0,0,5,8,31
"153","SoccultExamDan.2021-05-13-1015.data.7b96f888-88d0-46b1-812d-f10aa7113948.txt",20,"Denmark","0","Danish",8,3,6,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,8,11,34
"154","SoccultExamDan.2021-05-13-1157.data.6782f278-ca19-4aa7-86df-a62ca0eda117.txt",25,"Denmark","1","Danish",8,1,7,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,3,6,29
"155","SoccultExamDan.2021-05-13-1516.data.51038441-4429-48b0-ae3b-f2ab6a661e6a.txt",20,"Denmark","0","Danish",8,3,8,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,8,11,34
"156","SoccultExamDan.2021-05-13-2110.data.23e4b411-85eb-472d-b542-fe679d671c8c.txt",22,"Denmark","0","Danish",8,3,9,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,6,9,32
"157","SoccultExamDan.2021-05-14-1017.data.bcdf5496-ab10-4ed0-b355-7ed7db32a9e5.txt",21,"Denmark","1","Danish",8,3,10,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,7,10,33
"158","SoccultExamDan.2021-05-14-1026.data.8030da60-12a4-4a97-84bb-7e2ccf3adc57.txt",22,"Ungarn","0","Danish",8,1,11,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,6,9,32
"159","SoccultExamDan.2021-05-14-1026.data.d465a015-8548-4032-bc16-de5263430b14.txt",24,"Denmark","1","Danish",8,4,12,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,0,0,4,7,30
"160","SoccultExamDan.2021-05-14-1026.data.ed780bc0-f8f7-4711-abad-0d16232e6f5a.txt",23,"Denmark","1","Danish",8,1,13,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,5,8,31
"161","SoccultExamDan.2021-05-14-1034.data.880f1501-d5c5-4405-8522-19bc60d37bf2.txt",21,"Denmark","1","Danish",8,1,14,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,7,10,33
"162","SoccultExamDan.2021-05-14-1120.data.688c3dbd-393b-4896-9412-e57a1879f78b.txt",25,"Denmark","1","Danish",8,1,15,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,3,6,29
"163","SoccultExamDan.2021-05-14-1128.data.457f3882-9e41-41e1-8f43-3c1675586cde.txt",21,"Denmark","0","Danish",8,2,16,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,1,0,0,1,7,10,33
"164","SoccultExamDan.2021-05-14-1353.data.eed89846-4853-4c3b-b1ad-2c0fd80fb5ee.txt",20,"Denmark","1","Danish",8,3,17,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,1,0,1,8,11,34
"165","SoccultExamDan.2021-05-14-1437.data.cb0ac57e-e1f7-48ea-80ec-bbfc0d8e1be7.txt",22,"Denmark","0","Danish",8,2,18,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,1,0,0,1,6,9,32
"166","SoccultExamDan.2021-05-14-1731.data.d32662e0-2c41-4c39-8508-e974f226dd2b.txt",20,"Denmark","1","Danish",8,1,19,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,8,11,34
"167","SoccultExamDan.2021-05-14-1907.data.26a34c00-9693-4e6f-bbf0-5f00341100e9.txt",22,"Denmark","1","Danish",8,1,20,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,6,9,32
"168","SoccultExamDan.2021-05-14-2029.data.40f6a1f3-7a2d-48a9-9237-c16b80d02e66.txt",21,"Denmark","0","Danish",8,1,21,2,28,31,54,NA,NA,2,3,1,NA,NA,NA,0,0,1,1,7,10,33
"169","SoccultExam.2021-05-12-1852.data.4ba32934-f771-4ae1-bec7-42a146772a46.txt",27,"Denmark","1","English",9,4,1,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-11,30,-10
"170","SoccultExam.2021-05-12-2045.data.27998d17-5e90-4cab-a229-fff00665e1f2.txt",30,"USA","0","English",9,3,2,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,1,0,1,-14,27,-13
"171","SoccultExam.2021-05-13-1529.data.53cba792-e0da-42f6-a8e9-48ee4d1b3487.txt",25,"Austria","1","English",9,4,3,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-9,32,-8
"172","SoccultExamDan.2021-05-12-2333.data.b4ca87bb-eccf-4d27-a46b-1ae79ad7cab2.txt",21,"Denmark","0","Danish",9,4,4,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-5,36,-4
"173","SoccultExamDan.2021-05-12-2352.data.3a17cb1c-72da-44f0-86ab-54c8e4721d56.txt",23,"Denmark","0","Danish",9,3,5,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,1,0,1,-7,34,-6
"174","SoccultExamDan.2021-05-13-1015.data.7b96f888-88d0-46b1-812d-f10aa7113948.txt",20,"Denmark","0","Danish",9,4,6,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-4,37,-3
"175","SoccultExamDan.2021-05-13-1157.data.6782f278-ca19-4aa7-86df-a62ca0eda117.txt",25,"Denmark","1","Danish",9,2,7,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-9,32,-8
"176","SoccultExamDan.2021-05-13-1516.data.51038441-4429-48b0-ae3b-f2ab6a661e6a.txt",20,"Denmark","0","Danish",9,3,8,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,1,0,1,-4,37,-3
"177","SoccultExamDan.2021-05-13-2110.data.23e4b411-85eb-472d-b542-fe679d671c8c.txt",22,"Denmark","0","Danish",9,2,9,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-6,35,-5
"178","SoccultExamDan.2021-05-14-1017.data.bcdf5496-ab10-4ed0-b355-7ed7db32a9e5.txt",21,"Denmark","1","Danish",9,2,10,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-5,36,-4
"179","SoccultExamDan.2021-05-14-1026.data.8030da60-12a4-4a97-84bb-7e2ccf3adc57.txt",22,"Ungarn","0","Danish",9,2,11,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-6,35,-5
"180","SoccultExamDan.2021-05-14-1026.data.d465a015-8548-4032-bc16-de5263430b14.txt",24,"Denmark","1","Danish",9,3,12,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,1,0,1,-8,33,-7
"181","SoccultExamDan.2021-05-14-1026.data.ed780bc0-f8f7-4711-abad-0d16232e6f5a.txt",23,"Denmark","1","Danish",9,2,13,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-7,34,-6
"182","SoccultExamDan.2021-05-14-1034.data.880f1501-d5c5-4405-8522-19bc60d37bf2.txt",21,"Denmark","1","Danish",9,4,14,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-5,36,-4
"183","SoccultExamDan.2021-05-14-1120.data.688c3dbd-393b-4896-9412-e57a1879f78b.txt",25,"Denmark","1","Danish",9,2,15,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-9,32,-8
"184","SoccultExamDan.2021-05-14-1128.data.457f3882-9e41-41e1-8f43-3c1675586cde.txt",21,"Denmark","0","Danish",9,1,16,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-5,36,-4
"185","SoccultExamDan.2021-05-14-1353.data.eed89846-4853-4c3b-b1ad-2c0fd80fb5ee.txt",20,"Denmark","1","Danish",9,2,17,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-4,37,-3
"186","SoccultExamDan.2021-05-14-1437.data.cb0ac57e-e1f7-48ea-80ec-bbfc0d8e1be7.txt",22,"Denmark","0","Danish",9,4,18,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-6,35,-5
"187","SoccultExamDan.2021-05-14-1731.data.d32662e0-2c41-4c39-8508-e974f226dd2b.txt",20,"Denmark","1","Danish",9,4,19,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,1,0,1,2,-4,37,-3
"188","SoccultExamDan.2021-05-14-1907.data.26a34c00-9693-4e6f-bbf0-5f00341100e9.txt",22,"Denmark","1","Danish",9,3,20,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,1,0,1,-6,35,-5
"189","SoccultExamDan.2021-05-14-2029.data.40f6a1f3-7a2d-48a9-9237-c16b80d02e66.txt",21,"Denmark","0","Danish",9,2,21,2,16,57,17,NA,NA,4,3,4,NA,NA,NA,0,0,0,0,-5,36,-4
"190","SoccultExam.2021-05-12-1852.data.4ba32934-f771-4ae1-bec7-42a146772a46.txt",27,"Denmark","1","English",10,4,1,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,0,0,0,-7,22,10
"191","SoccultExam.2021-05-12-2045.data.27998d17-5e90-4cab-a229-fff00665e1f2.txt",30,"USA","0","English",10,3,2,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-10,19,7
"192","SoccultExam.2021-05-13-1529.data.53cba792-e0da-42f6-a8e9-48ee4d1b3487.txt",25,"Austria","1","English",10,1,3,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,0,0,0,-5,24,12
"193","SoccultExamDan.2021-05-12-2333.data.b4ca87bb-eccf-4d27-a46b-1ae79ad7cab2.txt",21,"Denmark","0","Danish",10,3,4,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-1,28,16
"194","SoccultExamDan.2021-05-12-2352.data.3a17cb1c-72da-44f0-86ab-54c8e4721d56.txt",23,"Denmark","0","Danish",10,3,5,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-3,26,14
"195","SoccultExamDan.2021-05-13-1015.data.7b96f888-88d0-46b1-812d-f10aa7113948.txt",20,"Denmark","0","Danish",10,2,6,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,1,0,1,2,0,29,17
"196","SoccultExamDan.2021-05-13-1157.data.6782f278-ca19-4aa7-86df-a62ca0eda117.txt",25,"Denmark","1","Danish",10,2,7,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,1,0,1,2,-5,24,12
"197","SoccultExamDan.2021-05-13-1516.data.51038441-4429-48b0-ae3b-f2ab6a661e6a.txt",20,"Denmark","0","Danish",10,3,8,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,0,29,17
"198","SoccultExamDan.2021-05-13-2110.data.23e4b411-85eb-472d-b542-fe679d671c8c.txt",22,"Denmark","0","Danish",10,3,9,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-2,27,15
"199","SoccultExamDan.2021-05-14-1017.data.bcdf5496-ab10-4ed0-b355-7ed7db32a9e5.txt",21,"Denmark","1","Danish",10,3,10,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-1,28,16
"200","SoccultExamDan.2021-05-14-1026.data.8030da60-12a4-4a97-84bb-7e2ccf3adc57.txt",22,"Ungarn","0","Danish",10,3,11,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-2,27,15
"201","SoccultExamDan.2021-05-14-1026.data.d465a015-8548-4032-bc16-de5263430b14.txt",24,"Denmark","1","Danish",10,3,12,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-4,25,13
"202","SoccultExamDan.2021-05-14-1026.data.ed780bc0-f8f7-4711-abad-0d16232e6f5a.txt",23,"Denmark","1","Danish",10,3,13,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-3,26,14
"203","SoccultExamDan.2021-05-14-1034.data.880f1501-d5c5-4405-8522-19bc60d37bf2.txt",21,"Denmark","1","Danish",10,3,14,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-1,28,16
"204","SoccultExamDan.2021-05-14-1120.data.688c3dbd-393b-4896-9412-e57a1879f78b.txt",25,"Denmark","1","Danish",10,1,15,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,0,0,0,-5,24,12
"205","SoccultExamDan.2021-05-14-1128.data.457f3882-9e41-41e1-8f43-3c1675586cde.txt",21,"Denmark","0","Danish",10,3,16,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-1,28,16
"206","SoccultExamDan.2021-05-14-1353.data.eed89846-4853-4c3b-b1ad-2c0fd80fb5ee.txt",20,"Denmark","1","Danish",10,1,17,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,0,0,0,0,29,17
"207","SoccultExamDan.2021-05-14-1437.data.cb0ac57e-e1f7-48ea-80ec-bbfc0d8e1be7.txt",22,"Denmark","0","Danish",10,3,18,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,0,1,0,1,-2,27,15
"208","SoccultExamDan.2021-05-14-1731.data.d32662e0-2c41-4c39-8508-e974f226dd2b.txt",20,"Denmark","1","Danish",10,2,19,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,1,0,1,2,0,29,17
"209","SoccultExamDan.2021-05-14-1907.data.26a34c00-9693-4e6f-bbf0-5f00341100e9.txt",22,"Denmark","1","Danish",10,2,20,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,1,0,1,2,-2,27,15
"210","SoccultExamDan.2021-05-14-2029.data.40f6a1f3-7a2d-48a9-9237-c16b80d02e66.txt",21,"Denmark","0","Danish",10,2,21,2,20,49,37,NA,NA,2,3,2,NA,NA,NA,1,0,1,2,-1,28,16
